Location 1 - Suction On,,,,,,,,Location 1 - Suction Off,,,,,,,,Location 4 - Suction On,,,,,,,,Location 4 - Suction Off,,,,,,
Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation
4.96668,1.47E+07,2.83E+07,2.25E+08,4.02E+07,1.11E+08,4.96E+07,,4.96668,6.11E+07,3.52E+07,1.72E+08,5.39E+07,5.31E+07,2.84E+07,,4.96668,4.48E+07,5.13E+07,1.82E+08,7.99E+07,7.11E+07,6.16E+07,,4.96668,5.07E+07,3.68E+07,1.90E+08,3.81E+07,6.75E+07,2.82E+07
5.03664,1.50E+07,3.20E+07,2.24E+08,4.48E+07,1.17E+08,5.71E+07,,5.03664,6.12E+07,3.97E+07,1.69E+08,6.00E+07,5.27E+07,3.13E+07,,5.03664,3.94E+07,5.12E+07,1.90E+08,7.60E+07,7.24E+07,5.37E+07,,5.03664,4.29E+07,4.44E+07,1.97E+08,6.43E+07,7.93E+07,4.51E+07
5.10659,1.52E+07,3.59E+07,2.23E+08,4.98E+07,1.22E+08,6.46E+07,,5.10659,6.14E+07,4.43E+07,1.66E+08,6.65E+07,5.22E+07,3.42E+07,,5.10659,3.40E+07,5.38E+07,1.97E+08,7.83E+07,7.36E+07,4.82E+07,,5.10659,3.51E+07,5.34E+07,2.03E+08,9.06E+07,9.10E+07,6.22E+07
5.17654,1.53E+07,3.18E+07,2.23E+08,4.29E+07,1.15E+08,5.57E+07,,5.17654,6.22E+07,4.83E+07,1.63E+08,6.99E+07,5.20E+07,3.73E+07,,5.17654,2.89E+07,4.82E+07,2.05E+08,6.79E+07,7.78E+07,4.30E+07,,5.17654,3.66E+07,5.20E+07,2.03E+08,9.32E+07,9.34E+07,6.29E+07
5.2465,1.52E+07,2.54E+07,2.24E+08,3.22E+07,1.04E+08,4.17E+07,,5.2465,6.32E+07,5.20E+07,1.60E+08,7.22E+07,5.19E+07,4.04E+07,,5.2465,2.38E+07,3.98E+07,2.14E+08,5.30E+07,8.30E+07,3.81E+07,,5.2465,4.10E+07,4.84E+07,2.01E+08,8.95E+07,9.29E+07,6.32E+07
5.31645,1.52E+07,1.92E+07,2.25E+08,2.17E+07,9.30E+07,2.83E+07,,5.31645,6.42E+07,5.58E+07,1.57E+08,7.44E+07,5.17E+07,4.35E+07,,5.31645,1.88E+07,3.17E+07,2.23E+08,4.01E+07,8.81E+07,3.43E+07,,5.31645,4.54E+07,4.64E+07,1.99E+08,8.74E+07,9.24E+07,6.87E+07
5.3864,1.73E+07,2.01E+07,2.22E+08,2.16E+07,8.79E+07,2.60E+07,,5.3864,5.91E+07,5.30E+07,1.56E+08,8.14E+07,5.52E+07,4.93E+07,,5.3864,1.59E+07,3.04E+07,2.25E+08,3.66E+07,8.95E+07,3.28E+07,,5.3864,4.05E+07,4.08E+07,2.05E+08,7.05E+07,9.88E+07,6.89E+07
5.45636,1.98E+07,2.24E+07,2.19E+08,2.36E+07,8.40E+07,2.59E+07,,5.45636,5.27E+07,4.91E+07,1.56E+08,9.09E+07,5.94E+07,5.57E+07,,5.45636,1.34E+07,3.10E+07,2.26E+08,3.50E+07,9.02E+07,3.18E+07,,5.45636,3.36E+07,3.42E+07,2.14E+08,5.14E+07,1.07E+08,6.78E+07
5.52631,2.24E+07,2.48E+07,2.16E+08,2.56E+07,8.01E+07,2.59E+07,,5.52631,4.63E+07,4.55E+07,1.57E+08,1.02E+08,6.36E+07,6.21E+07,,5.52631,1.09E+07,3.21E+07,2.27E+08,3.40E+07,9.08E+07,3.13E+07,,5.52631,2.67E+07,2.76E+07,2.22E+08,3.49E+07,1.15E+08,6.72E+07
5.59626,1.93E+07,2.11E+07,2.20E+08,2.35E+07,8.32E+07,2.64E+07,,5.59626,4.80E+07,4.62E+07,1.50E+08,1.01E+08,5.97E+07,5.92E+07,,5.59626,8.83E+06,3.16E+07,2.28E+08,3.51E+07,9.51E+07,3.05E+07,,5.59626,2.18E+07,2.43E+07,2.29E+08,2.71E+07,1.16E+08,5.86E+07
5.66622,1.57E+07,1.71E+07,2.25E+08,2.15E+07,8.71E+07,2.72E+07,,5.66622,5.07E+07,4.79E+07,1.44E+08,9.89E+07,5.49E+07,5.52E+07,,5.66622,6.84E+06,3.11E+07,2.30E+08,3.64E+07,9.97E+07,2.98E+07,,5.66622,1.71E+07,2.16E+07,2.35E+08,2.08E+07,1.16E+08,4.95E+07
5.73617,1.20E+07,1.38E+07,2.31E+08,2.02E+07,9.10E+07,2.84E+07,,5.73617,5.33E+07,5.01E+07,1.37E+08,9.71E+07,5.00E+07,5.12E+07,,5.73617,4.86E+06,3.06E+07,2.32E+08,3.79E+07,1.04E+08,2.93E+07,,5.73617,1.24E+07,1.95E+07,2.41E+08,1.62E+07,1.17E+08,4.12E+07
5.80612,1.54E+07,1.62E+07,2.26E+08,2.55E+07,8.91E+07,3.32E+07,,5.80612,5.78E+07,5.04E+07,1.40E+08,8.95E+07,4.94E+07,4.71E+07,,5.80612,7.23E+06,2.72E+07,2.30E+08,3.82E+07,1.03E+08,3.11E+07,,5.80612,1.68E+07,1.88E+07,2.34E+08,1.98E+07,1.09E+08,3.84E+07
5.87608,1.91E+07,1.89E+07,2.21E+08,3.17E+07,8.70E+07,3.81E+07,,5.87608,6.24E+07,5.07E+07,1.44E+08,8.21E+07,4.90E+07,4.30E+07,,5.87608,9.72E+06,2.47E+07,2.29E+08,3.87E+07,1.01E+08,3.45E+07,,5.87608,2.15E+07,2.05E+07,2.26E+08,3.09E+07,9.98E+07,3.85E+07
5.94603,2.25E+07,2.16E+07,2.16E+08,3.80E+07,8.51E+07,4.29E+07,,5.94603,6.68E+07,5.08E+07,1.48E+08,7.49E+07,4.84E+07,3.91E+07,,5.94603,1.23E+07,2.38E+07,2.28E+08,3.95E+07,9.90E+07,3.86E+07,,5.94603,2.62E+07,2.40E+07,2.19E+08,4.38E+07,9.14E+07,4.15E+07
6.01598,2.26E+07,2.15E+07,2.14E+08,3.88E+07,8.66E+07,4.48E+07,,6.01598,6.83E+07,4.62E+07,1.49E+08,6.34E+07,4.64E+07,3.46E+07,,6.01598,1.63E+07,3.03E+07,2.23E+08,4.20E+07,9.25E+07,3.65E+07,,6.01598,2.83E+07,2.92E+07,2.14E+08,4.99E+07,9.17E+07,4.55E+07
6.08594,2.27E+07,2.21E+07,2.12E+08,3.99E+07,8.82E+07,4.68E+07,,6.08594,6.97E+07,4.18E+07,1.49E+08,5.98E+07,4.43E+07,3.09E+07,,6.08594,2.03E+07,3.72E+07,2.19E+08,4.55E+07,8.61E+07,3.50E+07,,6.08594,3.04E+07,3.80E+07,2.10E+08,5.74E+07,9.21E+07,5.00E+07
6.15589,2.23E+07,2.26E+07,2.11E+08,4.03E+07,9.02E+07,4.83E+07,,6.15589,7.01E+07,3.79E+07,1.51E+08,6.50E+07,4.32E+07,2.87E+07,,6.15589,2.35E+07,4.29E+07,2.15E+08,4.84E+07,8.07E+07,3.38E+07,,6.15589,3.20E+07,4.66E+07,2.07E+08,6.34E+07,9.24E+07,5.30E+07
6.22584,1.73E+07,1.75E+07,2.19E+08,3.33E+07,9.63E+07,4.49E+07,,6.22584,6.25E+07,3.88E+07,1.61E+08,7.00E+07,4.95E+07,3.09E+07,,6.22584,2.05E+07,3.70E+07,2.20E+08,4.06E+07,8.35E+07,3.02E+07,,6.22584,2.85E+07,4.08E+07,2.11E+08,5.06E+07,9.18E+07,4.24E+07
6.2958,1.22E+07,1.26E+07,2.27E+08,2.64E+07,1.02E+08,4.15E+07,,6.2958,5.49E+07,4.12E+07,1.71E+08,7.55E+07,5.58E+07,3.38E+07,,6.2958,1.76E+07,3.13E+07,2.26E+08,3.34E+07,8.63E+07,2.67E+07,,6.2958,2.51E+07,3.56E+07,2.15E+08,3.90E+07,9.12E+07,3.56E+07
6.36575,7906941.291,8604963.475,2.33E+08,2.04E+07,1.08E+08,3.82E+07,,6.36575,4.83E+07,4.44E+07,1.79E+08,7.96E+07,6.14E+07,3.65E+07,,6.36575,1.51E+07,2.66E+07,2.30E+08,2.75E+07,8.83E+07,2.36E+07,,6.36575,2.24E+07,3.22E+07,2.19E+08,3.17E+07,9.06E+07,3.47E+07
6.4357,6663733.685,7643366.331,2.35E+08,1.86E+07,1.08E+08,3.59E+07,,6.4357,4.62E+07,4.65E+07,1.85E+08,7.50E+07,6.42E+07,3.64E+07,,6.4357,1.52E+07,2.51E+07,2.28E+08,2.54E+07,8.73E+07,2.20E+07,,6.4357,2.29E+07,3.40E+07,2.18E+08,3.38E+07,8.96E+07,3.54E+07
6.50566,5420526.08,6925001.628,2.36E+08,1.70E+07,1.09E+08,3.37E+07,,6.50566,4.41E+07,4.89E+07,1.90E+08,7.04E+07,6.70E+07,3.64E+07,,6.50566,1.53E+07,2.45E+07,2.27E+08,2.44E+07,8.63E+07,2.14E+07,,6.50566,2.34E+07,3.59E+07,2.18E+08,3.62E+07,8.86E+07,3.63E+07
6.57561,4893162.044,6539021.315,2.36E+08,1.62E+07,1.09E+08,3.22E+07,,6.57561,4.14E+07,4.99E+07,1.95E+08,6.55E+07,7.07E+07,3.64E+07,,6.57561,1.69E+07,2.47E+07,2.24E+08,2.55E+07,8.40E+07,2.17E+07,,6.57561,2.48E+07,3.57E+07,2.16E+08,3.71E+07,8.72E+07,3.62E+07
6.64556,6488357.427,7534363.62,2.33E+08,1.75E+07,1.06E+08,3.22E+07,,6.64556,3.72E+07,4.64E+07,2.01E+08,5.95E+07,7.70E+07,3.74E+07,,6.64556,2.30E+07,2.49E+07,2.16E+08,2.95E+07,7.81E+07,2.15E+07,,6.64556,2.87E+07,3.13E+07,2.12E+08,3.45E+07,8.51E+07,3.48E+07
6.71552,8083552.81,9891816.769,2.30E+08,1.90E+07,1.03E+08,3.23E+07,,6.71552,3.29E+07,4.35E+07,2.07E+08,5.42E+07,8.34E+07,4.03E+07,,6.71552,2.90E+07,2.54E+07,2.08E+08,3.37E+07,7.22E+07,2.15E+07,,6.71552,3.26E+07,3.10E+07,2.07E+08,3.57E+07,8.29E+07,3.62E+07
6.78547,9349262.003,1.15E+07,2.27E+08,1.97E+07,1.00E+08,3.22E+07,,6.78547,3.06E+07,4.17E+07,2.10E+08,5.03E+07,8.61E+07,4.17E+07,,6.78547,3.32E+07,2.40E+07,2.02E+08,3.34E+07,6.82E+07,1.94E+07,,6.78547,3.60E+07,3.36E+07,2.02E+08,4.08E+07,8.25E+07,4.18E+07
6.85542,9923050.199,1.09E+07,2.27E+08,1.87E+07,9.77E+07,3.14E+07,,6.85542,3.23E+07,4.09E+07,2.08E+08,4.79E+07,8.12E+07,3.71E+07,,6.85542,3.34E+07,1.95E+07,2.02E+08,2.50E+07,6.81E+07,1.32E+07,,6.85542,3.84E+07,3.83E+07,1.96E+08,5.49E+07,8.57E+07,5.26E+07
6.92538,1.05E+07,1.11E+07,2.27E+08,1.84E+07,9.54E+07,3.11E+07,,6.92538,3.40E+07,4.01E+07,2.06E+08,4.55E+07,7.63E+07,3.27E+07,,6.92538,3.37E+07,1.83E+07,2.01E+08,2.01E+07,6.80E+07,9.91E+06,,6.92538,4.08E+07,4.67E+07,1.89E+08,7.42E+07,8.88E+07,6.48E+07
6.99533,1.24E+07,1.29E+07,2.25E+08,2.09E+07,9.30E+07,3.23E+07,,6.99533,3.55E+07,4.10E+07,2.02E+08,5.13E+07,7.38E+07,3.39E+07,,6.99533,3.26E+07,2.26E+07,2.02E+08,2.31E+07,6.90E+07,1.29E+07,,6.99533,4.10E+07,5.37E+07,1.86E+08,8.96E+07,9.16E+07,7.17E+07
7.06528,1.62E+07,1.63E+07,2.22E+08,2.69E+07,9.04E+07,3.52E+07,,7.06528,3.68E+07,4.44E+07,1.95E+08,6.96E+07,7.50E+07,4.38E+07,,7.06528,2.97E+07,3.17E+07,2.05E+08,3.33E+07,7.18E+07,2.00E+07,,7.06528,3.78E+07,5.61E+07,1.87E+08,9.65E+07,9.37E+07,7.08E+07
7.13524,2.01E+07,1.97E+07,2.18E+08,3.29E+07,8.78E+07,3.82E+07,,7.13524,3.81E+07,4.77E+07,1.89E+08,8.80E+07,7.62E+07,5.37E+07,,7.13524,2.67E+07,4.18E+07,2.08E+08,4.48E+07,7.45E+07,2.78E+07,,7.13524,3.46E+07,5.90E+07,1.89E+08,1.04E+08,9.59E+07,7.22E+07
7.20519,1.95E+07,1.82E+07,2.19E+08,3.06E+07,8.80E+07,3.45E+07,,7.20519,4.10E+07,4.85E+07,1.84E+08,9.42E+07,7.39E+07,5.43E+07,,7.20519,2.47E+07,4.70E+07,2.11E+08,5.01E+07,7.71E+07,3.27E+07,,7.20519,3.25E+07,5.89E+07,1.93E+08,1.02E+08,9.76E+07,7.10E+07
7.27514,1.37E+07,1.19E+07,2.23E+08,2.01E+07,9.14E+07,2.38E+07,,7.27514,4.59E+07,4.65E+07,1.83E+08,8.66E+07,6.77E+07,4.46E+07,,7.27514,2.38E+07,4.61E+07,2.14E+08,4.78E+07,7.97E+07,3.43E+07,,7.27514,3.15E+07,5.49E+07,2.01E+08,8.81E+07,9.90E+07,6.60E+07
7.3451,7912882.479,9599106.188,2.27E+08,1.45E+07,9.48E+07,1.56E+07,,7.3451,5.08E+07,4.47E+07,1.81E+08,7.92E+07,6.15E+07,3.58E+07,,7.3451,2.29E+07,4.53E+07,2.17E+08,4.58E+07,8.23E+07,3.63E+07,,7.3451,3.05E+07,5.10E+07,2.08E+08,7.52E+07,1.00E+08,6.26E+07
7.41505,4556308.726,7015564.044,2.30E+08,1.32E+07,9.71E+07,1.05E+07,,7.41505,5.35E+07,4.03E+07,1.80E+08,6.46E+07,5.74E+07,2.77E+07,,7.41505,2.04E+07,4.30E+07,2.20E+08,3.97E+07,8.45E+07,3.41E+07,,7.41505,2.46E+07,4.09E+07,2.21E+08,5.59E+07,1.11E+08,4.98E+07
7.485,3315913.773,135194.2606,2.31E+08,1.02E+07,9.84E+07,7738282.799,,7.485,5.44E+07,3.34E+07,1.80E+08,4.37E+07,5.51E+07,1.94E+07,,7.485,1.65E+07,3.97E+07,2.22E+08,3.03E+07,8.65E+07,2.81E+07,,7.485,1.44E+07,2.53E+07,2.38E+08,3.08E+07,1.31E+08,2.85E+07
7.55495,2075518.821,7284185.97,2.33E+08,9689289.764,9.97E+07,1.24E+07,,7.55495,5.52E+07,2.67E+07,1.80E+08,2.34E+07,5.28E+07,1.12E+07,,7.55495,1.25E+07,3.63E+07,2.25E+08,2.18E+07,8.86E+07,2.24E+07,,7.55495,4.18E+06,9.71E+06,2.55E+08,8.62E+06,1.51E+08,1.43E+07
7.62491,5215800.818,1.12E+07,2.30E+08,1.20E+07,9.66E+07,1.75E+07,,7.62491,5.65E+07,2.14E+07,1.79E+08,1.06E+07,5.18E+07,6898618.207,,7.62491,1.55E+07,3.21E+07,2.20E+08,1.98E+07,8.46E+07,1.75E+07,,7.62491,1.46E+05,3.57E+06,2.59E+08,1.05E+07,1.60E+08,2.51E+07
7.69486,1.12E+07,1.46E+07,2.24E+08,1.70E+07,9.06E+07,2.17E+07,,7.69486,5.81E+07,1.80E+07,1.77E+08,1.14E+07,5.17E+07,7301298.714,,7.69486,2.29E+07,2.91E+07,2.11E+08,2.20E+07,7.68E+07,1.55E+07,,7.69486,1.43E+05,3.55E+06,2.56E+08,1.26E+07,1.63E+08,3.98E+07
7.76481,1.72E+07,1.91E+07,2.18E+08,2.33E+07,8.47E+07,2.62E+07,,7.76481,5.97E+07,1.65E+07,1.76E+08,2.17E+07,5.17E+07,9888082.211,,7.76481,3.04E+07,2.88E+07,2.03E+08,2.51E+07,6.90E+07,1.72E+07,,7.76481,1.39E+05,3.53E+06,2.53E+08,1.49E+07,1.66E+08,5.47E+07
7.83477,1.61E+07,1.85E+07,2.20E+08,2.34E+07,8.58E+07,2.50E+07,,7.83477,6.13E+07,1.63E+07,1.76E+08,1.93E+07,5.16E+07,9510498.755,,7.83477,3.61E+07,2.76E+07,1.96E+08,2.56E+07,6.37E+07,1.66E+07,,7.83477,1.99E+05,3.51E+06,2.53E+08,1.37E+07,1.72E+08,5.90E+07
7.90472,1.14E+07,1.66E+07,2.25E+08,2.08E+07,9.04E+07,2.18E+07,,7.90472,6.28E+07,1.64E+07,1.78E+08,1.28E+07,5.16E+07,8487896.007,,7.90472,4.10E+07,2.51E+07,1.89E+08,2.47E+07,5.95E+07,1.38E+07,,7.90472,2.89E+05,3.49E+06,2.54E+08,1.12E+07,1.79E+08,5.82E+07
7.97467,6764340.983,1.67E+07,2.30E+08,1.87E+07,9.50E+07,2.02E+07,,7.97467,6.43E+07,1.71E+07,1.80E+08,1.41E+07,5.15E+07,9222801.87,,7.97467,4.59E+07,2.25E+07,1.83E+08,2.38E+07,5.54E+07,1.11E+07,,7.97467,3.80E+05,3.48E+06,2.56E+08,9.33E+06,1.87E+08,5.75E+07
8.04463,7071143.15,1.52E+07,2.30E+08,1.97E+07,9.65E+07,2.16E+07,,8.04463,5.60E+07,1.49E+07,1.90E+08,1.35E+07,5.72E+07,8604265.259,,8.04463,4.28E+07,2.69E+07,1.85E+08,2.69E+07,5.80E+07,1.49E+07,,8.04463,3.76E+05,3.39E+06,2.56E+08,6.98E+06,1.86E+08,4.90E+07
8.11458,9074981.92,1.36E+07,2.29E+08,2.27E+07,9.71E+07,2.76E+07,,8.11458,4.42E+07,1.35E+07,2.03E+08,1.29E+07,6.49E+07,8789634.899,,8.11458,3.69E+07,3.37E+07,1.89E+08,3.14E+07,6.30E+07,2.09E+07,,8.11458,3.40E+05,3.29E+06,2.57E+08,4.73E+06,1.82E+08,4.06E+07
8.18453,1.11E+07,1.34E+07,2.27E+08,2.66E+07,9.76E+07,3.59E+07,,8.18453,3.25E+07,1.47E+07,2.17E+08,1.51E+07,7.26E+07,1.07E+07,,8.18453,3.11E+07,4.05E+07,1.94E+08,3.61E+07,6.79E+07,2.70E+07,,8.18453,3.05E+05,3.19E+06,2.57E+08,3.88E+06,1.78E+08,3.73E+07
8.25449,1.05E+07,1.16E+07,2.28E+08,2.41E+07,9.58E+07,3.45E+07,,8.25449,3.18E+07,1.20E+07,2.15E+08,8856499.5,7.34E+07,8835552.674,,8.25449,2.80E+07,4.35E+07,1.98E+08,4.09E+07,7.27E+07,3.08E+07,,8.25449,2.61E+05,3.18E+06,2.58E+08,5.74E+06,1.73E+08,3.34E+07
8.32444,9418410.442,1.01E+07,2.28E+08,2.08E+07,9.34E+07,3.09E+07,,8.32444,3.37E+07,8403528.814,2.10E+08,5400730.055,7.26E+07,5989599.335,,8.32444,2.56E+07,4.69E+07,2.01E+08,4.74E+07,7.75E+07,3.53E+07,,8.32444,2.15E+05,3.19E+06,2.60E+08,7.92E+06,1.66E+08,3.21E+07
8.39439,8299764.664,9994099.063,2.29E+08,1.89E+07,9.10E+07,2.75E+07,,8.39439,3.55E+07,5351452.005,2.05E+08,1.24E+07,7.18E+07,3144328.195,,8.39439,2.31E+07,5.14E+07,2.04E+08,5.50E+07,8.23E+07,4.07E+07,,8.39439,1.69E+05,3.21E+06,2.62E+08,1.01E+07,1.60E+08,3.52E+07
8.46435,9428357.819,1.04E+07,2.28E+08,1.91E+07,8.93E+07,2.66E+07,,8.46435,3.64E+07,7597008.706,2.06E+08,7142590.429,7.18E+07,5325578.613,,8.46435,2.32E+07,5.08E+07,2.05E+08,5.52E+07,8.22E+07,3.87E+07,,8.46435,8.20E+04,3.17E+06,2.59E+08,1.13E+07,1.54E+08,3.58E+07
8.5343,1.08E+07,1.09E+07,2.27E+08,1.97E+07,8.77E+07,2.60E+07,,8.5343,3.71E+07,1.05E+07,2.08E+08,2052030.99,7.19E+07,8206691.753,,8.5343,2.35E+07,5.03E+07,2.06E+08,5.48E+07,8.14E+07,3.79E+07,,8.5343,-1.04E+04,3.12E+06,2.56E+08,1.24E+07,1.48E+08,3.73E+07
8.60425,1.23E+07,1.14E+07,2.26E+08,2.03E+07,8.61E+07,2.54E+07,,8.60425,3.78E+07,1.34E+07,2.09E+08,7857093.638,7.20E+07,1.11E+07,,8.60425,2.38E+07,5.04E+07,2.06E+08,5.51E+07,8.06E+07,3.97E+07,,8.60425,-1.03E+05,3.07E+06,2.53E+08,1.36E+07,1.42E+08,4.03E+07
8.67421,1.14E+07,1.11E+07,2.27E+08,1.87E+07,8.78E+07,2.52E+07,,8.67421,3.57E+07,8393161.873,2.10E+08,814321.6809,7.21E+07,5139902.101,,8.67421,2.22E+07,5.12E+07,2.09E+08,5.74E+07,8.17E+07,3.94E+07,,8.67421,5.29E+06,1.21E+07,2.47E+08,1.87E+07,1.50E+08,5.87E+07
8.74416,1.05E+07,1.08E+07,2.29E+08,1.71E+07,8.96E+07,2.49E+07,,8.74416,3.34E+07,4293977.775,2.10E+08,9018730.942,7.22E+07,1413327.153,,8.74416,2.04E+07,5.24E+07,2.11E+08,5.98E+07,8.28E+07,3.97E+07,,8.74416,1.09E+07,2.15E+07,2.40E+08,2.57E+07,1.60E+08,7.78E+07
8.81411,9434236.755,1.04E+07,2.30E+08,1.55E+07,9.16E+07,2.47E+07,,8.81411,3.12E+07,5838207.214,2.10E+08,1.76E+07,7.24E+07,7577683.258,,8.81411,1.87E+07,5.37E+07,2.13E+08,6.22E+07,8.39E+07,4.07E+07,,8.81411,1.64E+07,3.06E+07,2.34E+08,3.29E+07,1.69E+08,9.63E+07
8.88407,5751223.985,7294963.927,2.34E+08,1.49E+07,9.95E+07,2.28E+07,,8.88407,3.34E+07,1.08E+07,2.10E+08,2.00E+07,7.26E+07,9524961.764,,8.88407,1.83E+07,5.14E+07,2.15E+08,5.80E+07,8.52E+07,3.96E+07,,8.88407,1.47E+07,2.76E+07,2.38E+08,2.69E+07,1.74E+08,9.43E+07
8.95402,2068211.216,6982176.26,2.38E+08,1.60E+07,1.07E+08,2.35E+07,,8.95402,3.56E+07,1.62E+07,2.10E+08,2.24E+07,7.28E+07,1.15E+07,,8.95402,1.79E+07,4.92E+07,2.16E+08,5.38E+07,8.64E+07,3.89E+07,,8.95402,1.30E+07,2.46E+07,2.41E+08,2.12E+07,1.78E+08,9.24E+07
9.02397,-814468.971,9703523.062,2.41E+08,1.85E+07,1.14E+08,2.64E+07,,9.02397,3.72E+07,2.04E+07,2.10E+08,2.37E+07,7.33E+07,1.27E+07,,9.02397,1.82E+07,4.71E+07,2.16E+08,5.04E+07,8.71E+07,3.88E+07,,9.02397,1.13E+07,2.17E+07,2.45E+08,1.63E+07,1.81E+08,8.98E+07
9.09393,3772621.613,1.31E+07,2.37E+08,2.10E+07,1.10E+08,3.05E+07,,9.09393,3.28E+07,1.28E+07,2.15E+08,1.50E+07,7.60E+07,7049749.935,,9.09393,2.40E+07,4.65E+07,2.08E+08,5.28E+07,8.25E+07,4.15E+07,,9.09393,1.01E+07,1.99E+07,2.46E+08,1.62E+07,1.72E+08,8.17E+07
9.16388,8359712.197,1.71E+07,2.33E+08,2.38E+07,1.06E+08,3.53E+07,,9.16388,2.84E+07,6030690.214,2.19E+08,6318275.627,7.87E+07,1845701.693,,9.16388,2.98E+07,4.70E+07,1.99E+08,5.63E+07,7.78E+07,4.55E+07,,9.16388,8.99E+06,1.81E+07,2.47E+08,1.62E+07,1.62E+08,7.40E+07
9.23383,1.26E+07,2.02E+07,2.29E+08,2.64E+07,1.02E+08,3.97E+07,,9.23383,2.45E+07,4973308.534,2.24E+08,1917078.897,8.11E+07,4118291.102,,9.23383,3.39E+07,4.84E+07,1.93E+08,5.95E+07,7.43E+07,4.87E+07,,9.23383,7.91E+06,1.65E+07,2.47E+08,1.59E+07,1.55E+08,6.82E+07
9.30379,1.51E+07,1.82E+07,2.26E+08,2.83E+07,9.76E+07,4.00E+07,,9.30379,2.30E+07,6533723.641,2.26E+08,7474501.976,8.19E+07,6415181.401,,9.30379,2.92E+07,4.95E+07,1.96E+08,5.75E+07,7.65E+07,4.36E+07,,9.30379,7.27E+06,1.52E+07,2.47E+08,1.40E+07,1.59E+08,6.89E+07
9.37374,1.77E+07,1.79E+07,2.22E+08,3.10E+07,9.28E+07,4.08E+07,,9.37374,2.15E+07,9486334.131,2.28E+08,1.30E+07,8.27E+07,9140454.357,,9.37374,2.46E+07,5.24E+07,1.99E+08,5.72E+07,7.87E+07,4.06E+07,,9.37374,6.62E+06,1.40E+07,2.48E+08,1.24E+07,1.64E+08,7.07E+07
9.44369,2.02E+07,1.86E+07,2.18E+08,3.25E+07,8.80E+07,4.03E+07,,9.44369,2.10E+07,1.22E+07,2.30E+08,1.72E+07,8.29E+07,1.13E+07,,9.44369,2.18E+07,5.55E+07,2.01E+08,5.84E+07,8.11E+07,4.15E+07,,9.44369,5.99E+06,1.29E+07,2.48E+08,1.16E+07,1.66E+08,7.10E+07
9.51365,2.27E+07,1.77E+07,2.15E+08,2.85E+07,8.33E+07,3.48E+07,,9.51365,2.36E+07,1.28E+07,2.26E+08,1.68E+07,8.10E+07,1.12E+07,,9.51365,2.49E+07,5.49E+07,1.99E+08,5.99E+07,8.42E+07,4.93E+07,,9.51365,5.41E+06,1.20E+07,2.51E+08,1.28E+07,1.61E+08,6.48E+07
9.5836,2.53E+07,1.71E+07,2.11E+08,2.49E+07,7.86E+07,2.95E+07,,9.5836,2.63E+07,1.34E+07,2.23E+08,1.63E+07,7.91E+07,1.11E+07,,9.5836,2.80E+07,5.46E+07,1.96E+08,6.16E+07,8.73E+07,5.87E+07,,9.5836,4.84E+06,1.11E+07,2.53E+08,1.50E+07,1.56E+08,6.01E+07
9.65355,2.83E+07,1.73E+07,2.08E+08,2.37E+07,7.43E+07,2.59E+07,,9.65355,2.84E+07,1.37E+07,2.21E+08,1.63E+07,7.74E+07,1.10E+07,,9.65355,3.05E+07,5.44E+07,1.93E+08,6.18E+07,8.67E+07,6.21E+07,,9.65355,3.94E+06,9.76E+06,2.54E+08,1.53E+07,1.50E+08,5.32E+07
9.72351,3.23E+07,1.85E+07,2.03E+08,2.76E+07,7.12E+07,2.58E+07,,9.72351,2.95E+07,1.35E+07,2.20E+08,1.73E+07,7.63E+07,1.11E+07,,9.72351,3.19E+07,5.42E+07,1.88E+08,5.83E+07,7.80E+07,5.05E+07,,9.72351,2.33E+06,7.29E+06,2.52E+08,1.00E+07,1.41E+08,3.94E+07
9.79346,3.64E+07,1.99E+07,1.99E+08,3.16E+07,6.81E+07,2.57E+07,,9.79346,3.06E+07,1.36E+07,2.19E+08,1.86E+07,7.52E+07,1.13E+07,,9.79346,3.32E+07,5.41E+07,1.84E+08,5.49E+07,6.92E+07,3.90E+07,,9.79346,7.20E+05,4.82E+06,2.51E+08,5.30E+06,1.33E+08,2.96E+07
9.86341,3.57E+07,1.96E+07,2.01E+08,3.23E+07,7.08E+07,2.68E+07,,9.86341,3.12E+07,1.31E+07,2.18E+08,1.84E+07,7.46E+07,1.10E+07,,9.86341,3.55E+07,5.01E+07,1.80E+08,5.07E+07,6.37E+07,2.96E+07,,9.86341,5.64E+05,4.11E+06,2.47E+08,2.97E+06,1.24E+08,2.49E+07
