Location 1 - Suction On,,,,,,,,Location 1 - Suction Off,,,,,,,,Location 4 - Suction On,,,,,,,,Location 4 - Suction Off,,,,,,
Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation,,Time [min],Droplet counts 0.3?0.5 ?m,Std Deviation,Droplet counts 0.5?1.0 ?m,Std Deviation,Droplet counts 1.0?3.0 ?m,Std Deviation
56.3124,5.49E+07,8605449.711,2.32E+07,5468708.11,2100276.974,4108907.691,,56.3124,9.03E+07,5020404.996,6.13E+07,1.18E+07,1.31E+07,2086244.642,,56.3124,-7.52E+05,7096522.473,7.74E+04,2872427.833,102988.7342,616709.1676,,56.3124,6.66E+07,1.08E+07,3.93E+07,5839847.243,8400254.187,1517163.151
56.38235,5.42E+07,8453110.083,2.28E+07,5417934.781,2012435.665,4158163.733,,56.38235,8.98E+07,5507737.155,6.04E+07,1.26E+07,1.27E+07,2242438.892,,56.38235,-1.12E+06,8623337.368,-1.18E+05,3454914.228,96196.81965,749311.2829,,56.38235,6.56E+07,1.17E+07,3.48E+07,3792391.282,7253675.984,798173.0775
56.4523,5.35E+07,9667683.178,2.25E+07,6067233.616,1937296.878,4253923.88,,56.4523,8.92E+07,5485573.579,6.01E+07,1.30E+07,1.25E+07,2463781.972,,56.4523,7.41E+05,9020854.542,7.29E+05,3630261.431,263350.7643,780801.8454,,56.4523,6.65E+07,1.16E+07,3.60E+07,4929952.317,7531328.379,1155785.453
56.52226,5.29E+07,1.09E+07,2.23E+07,6735166.357,1862158.091,4354599.227,,56.52226,8.86E+07,5463411.315,5.97E+07,1.35E+07,1.23E+07,2737200.422,,56.52226,2.60E+06,1.00E+07,1.58E+06,4195580.594,430504.7089,910652.5795,,56.52226,6.74E+07,1.23E+07,3.72E+07,7798165.531,7808980.774,1893813.466
56.59221,5.32E+07,1.23E+07,2.27E+07,7254443.625,1951897.754,4310264.546,,56.59221,8.84E+07,5213087.873,5.94E+07,1.37E+07,1.21E+07,2863352.885,,56.59221,5.51E+06,1.26E+07,3.09E+06,5760036.001,767321.3779,1308334.159,,56.59221,7.00E+07,1.28E+07,4.20E+07,9769837.483,9251718.28,2032873.571
56.66216,5.49E+07,1.40E+07,2.38E+07,7795136.695,2264507.599,4070543.654,,56.66216,8.88E+07,4740754.196,5.92E+07,1.35E+07,1.20E+07,2758793.293,,56.66216,9.82E+06,1.80E+07,5.50E+06,8963957.086,1333475.247,2107523.763,,56.66216,7.51E+07,1.24E+07,5.17E+07,1.00E+07,1.23E+07,1262012.163
56.73212,5.67E+07,1.58E+07,2.49E+07,8613963.66,2577117.443,3839790.045,,56.73212,8.93E+07,4420036.168,5.90E+07,1.33E+07,1.20E+07,2670588.184,,56.73212,1.41E+07,2.40E+07,7.91E+06,1.25E+07,1899629.116,2960223.202,,56.73212,8.01E+07,1.19E+07,6.13E+07,1.04E+07,1.53E+07,523150.7511
56.80207,5.90E+07,1.82E+07,2.69E+07,1.01E+07,3024942.625,3681162.155,,56.80207,8.98E+07,4241553.787,5.96E+07,1.36E+07,1.22E+07,2698424.309,,56.80207,1.53E+07,2.56E+07,8.53E+06,1.33E+07,2007564.719,3117884.548,,56.80207,8.20E+07,1.10E+07,6.43E+07,1.09E+07,1.60E+07,565398.123
56.87202,6.18E+07,2.12E+07,2.97E+07,1.22E+07,3610383.417,3638952.945,,56.87202,9.04E+07,4104587.078,6.13E+07,1.43E+07,1.27E+07,2927316.256,,56.87202,1.33E+07,2.25E+07,7.32E+06,1.13E+07,1649148.005,2559501.402,,56.87202,8.08E+07,9.62E+06,6.04E+07,1.21E+07,1.44E+07,1681568.206
56.94198,6.46E+07,2.42E+07,3.25E+07,1.43E+07,4195824.21,3666432.311,,56.94198,9.10E+07,4019188.656,6.29E+07,1.51E+07,1.32E+07,3261185.447,,56.94198,1.13E+07,1.95E+07,6.12E+06,9.35E+06,1290731.29,2016490.45,,56.94198,7.95E+07,8.29E+06,5.65E+07,1.42E+07,1.27E+07,2831990.82
57.01193,6.47E+07,2.39E+07,3.27E+07,1.46E+07,4212035.812,3938833.061,,57.01193,9.12E+07,4254935.933,6.51E+07,1.63E+07,1.39E+07,3762622.814,,57.01193,1.10E+07,1.84E+07,5.75E+06,8.47E+06,1212949.262,1809566.799,,57.01193,8.02E+07,5.93E+06,5.94E+07,6.95E+06,1.29E+07,1765008.901
57.08188,6.26E+07,2.15E+07,3.09E+07,1.39E+07,3791740.057,4417003.83,,57.08188,9.11E+07,4804743.66,6.76E+07,1.95E+07,1.47E+07,4770006.957,,57.08188,1.19E+07,1.88E+07,6.02E+06,8.46E+06,1350368.962,1853645.762,,57.08188,8.23E+07,6.80E+06,6.74E+07,8.51E+06,1.45E+07,1734302.545
57.15184,6.05E+07,1.96E+07,2.91E+07,1.39E+07,3371444.302,4948542.591,,57.15184,9.09E+07,5446355.372,7.02E+07,2.42E+07,1.55E+07,6078589.274,,57.15184,1.29E+07,1.93E+07,6.29E+06,8.56E+06,1487788.663,1907326.679,,57.15184,8.44E+07,1.13E+07,7.55E+07,2.32E+07,1.61E+07,4560886.206
57.22179,6.00E+07,1.82E+07,2.86E+07,1.30E+07,3260544.134,4897968.614,,57.22179,8.99E+07,6021740.601,6.86E+07,2.36E+07,1.51E+07,5806262.406,,57.22179,1.15E+07,1.77E+07,5.62E+06,7.76E+06,1336013.108,1700146.353,,57.22179,8.34E+07,1.54E+07,7.49E+07,2.97E+07,1.60E+07,5978856.248
57.29174,6.04E+07,1.70E+07,2.89E+07,1.16E+07,3326441.445,4499785.23,,57.29174,8.85E+07,6670151.553,6.47E+07,2.06E+07,1.39E+07,4790123.218,,57.29174,8.67E+06,1.55E+07,4.40E+06,6.73E+06,1018983.121,1395667.333,,57.29174,8.07E+07,1.88E+07,6.93E+07,3.16E+07,1.49E+07,6693234.192
57.3617,6.09E+07,1.59E+07,2.91E+07,1.03E+07,3392338.757,4102877.453,,57.3617,8.71E+07,7447084.871,6.07E+07,1.92E+07,1.28E+07,4220878.418,,57.3617,5.88E+06,1.49E+07,3.18E+06,6.25E+06,701953.1336,1203714.28,,57.3617,7.79E+07,2.23E+07,6.37E+07,3.38E+07,1.39E+07,7560711.534
57.43165,5.94E+07,1.52E+07,2.82E+07,1.04E+07,3181072.559,4338702.887,,57.43165,8.69E+07,7574405.877,5.94E+07,1.89E+07,1.24E+07,4093732.197,,57.43165,4.41E+06,1.34E+07,2.48E+06,5.52E+06,534296.0242,1045953.51,,57.43165,7.53E+07,2.25E+07,5.91E+07,2.98E+07,1.30E+07,6671017.058
57.5016,5.72E+07,1.53E+07,2.67E+07,1.17E+07,2854800.755,4841855.468,,57.5016,8.71E+07,7466602.969,5.91E+07,1.85E+07,1.22E+07,3992814.811,,57.5016,3.50E+06,1.14E+07,2.00E+06,4.65E+06,428619.3619,889069.9578,,57.5016,7.27E+07,2.15E+07,5.51E+07,2.69E+07,1.21E+07,6160123.929
57.57155,5.50E+07,1.63E+07,2.53E+07,1.36E+07,2528528.951,5349551.421,,57.57155,8.73E+07,7433144.38,5.89E+07,1.81E+07,1.21E+07,3898919.081,,57.57155,2.58E+06,1.00E+07,1.51E+06,4.04E+06,322942.6995,785159.7639,,57.57155,7.01E+07,2.06E+07,5.10E+07,2.93E+07,1.12E+07,7194295.23
57.64151,5.35E+07,1.59E+07,2.40E+07,1.28E+07,2254092.279,5260516.684,,57.64151,8.73E+07,6926383.048,5.88E+07,1.70E+07,1.22E+07,3753126.393,,57.64151,1.92E+06,9.26E+06,1.24E+06,3.73E+06,277844.3122,735073.2845,,57.64151,7.09E+07,2.00E+07,5.03E+07,3.05E+07,1.10E+07,7578445.362
57.71146,5.22E+07,1.51E+07,2.28E+07,1.11E+07,1994521.532,4999896.294,,57.71146,8.73E+07,6270913.968,5.88E+07,1.60E+07,1.22E+07,3627712.605,,57.71146,1.34E+06,8.72E+06,1.02E+06,3.51E+06,250119.3168,697774.9918,,57.71146,7.27E+07,2.01E+07,5.07E+07,3.06E+07,1.11E+07,7584577.468
57.78141,5.09E+07,1.46E+07,2.15E+07,9573060.196,1734950.784,4739515.411,,57.78141,8.73E+07,5615825.302,5.87E+07,1.52E+07,1.23E+07,3547413.255,,57.78141,7.60E+05,8.39E+06,7.97E+05,3384227.811,222394.3215,673050.4462,,57.78141,7.44E+07,2.10E+07,5.11E+07,3.09E+07,1.12E+07,7614583.671
57.85137,5.15E+07,1.38E+07,2.19E+07,9320349.373,1794464.966,4815322.173,,57.85137,8.71E+07,6191295.719,5.96E+07,1.65E+07,1.26E+07,3859821.126,,57.85137,4.14E+06,4.39E+06,2.60E+06,1675609.489,663591.3532,268741.7267,,57.85137,7.58E+07,1.40E+07,5.18E+07,1.83E+07,1.12E+07,4459420.299
57.92132,5.24E+07,1.32E+07,2.25E+07,9480530.782,1911392.352,4960929.118,,57.92132,8.70E+07,7085526.624,6.06E+07,1.87E+07,1.30E+07,4504665.417,,57.92132,8.22E+06,8.22E+06,4.76E+06,4810855.836,1189161.898,1252527.295,,57.92132,7.71E+07,7.50E+06,5.26E+07,1.39E+07,1.13E+07,3276006.708
57.99127,5.33E+07,1.29E+07,2.31E+07,9837631.87,2028319.739,5115822.911,,57.99127,8.68E+07,8051767.708,6.17E+07,2.12E+07,1.33E+07,5338162.209,,57.99127,1.23E+07,1.53E+07,6.92E+06,8743785.569,1714732.444,2273218.703,,57.99127,7.84E+07,9.58E+06,5.33E+07,2.66E+07,1.14E+07,6360657.434
58.06123,5.44E+07,1.19E+07,2.36E+07,9026526.695,2136764.272,4983147.012,,58.06123,8.68E+07,8461721.762,6.04E+07,2.08E+07,1.29E+07,5067866.371,,58.06123,1.77E+07,2.09E+07,1.04E+07,1.33E+07,2378979.117,3208385.145,,58.06123,8.06E+07,6.26E+06,5.95E+07,2.76E+07,1.31E+07,6958735.317
58.13118,5.56E+07,1.07E+07,2.42E+07,8104970.064,2244449.956,4824960.631,,58.13118,8.68E+07,8899349.344,5.90E+07,2.03E+07,1.25E+07,4715531.831,,58.13118,2.33E+07,2.68E+07,1.39E+07,1.80E+07,3055631.322,4148124.728,,58.13118,8.28E+07,2.76E+06,6.62E+07,2.76E+07,1.49E+07,7327032.129
58.20113,5.67E+07,9631411.445,2.47E+07,7187650.603,2352135.64,4667503.316,,58.20113,8.68E+07,9409110.377,5.76E+07,2.00E+07,1.20E+07,4392866.965,,58.20113,2.88E+07,3.30E+07,1.75E+07,2.29E+07,3732283.527,5093843.747,,58.20113,8.51E+07,3.88E+06,7.28E+07,2.78E+07,1.67E+07,7753623.195
58.27109,5.48E+07,1.20E+07,2.36E+07,7462166.871,2198927.325,4390872.086,,58.27109,8.68E+07,8411765.677,5.79E+07,1.91E+07,1.20E+07,4166458.671,,58.27109,2.59E+07,3.09E+07,1.56E+07,2.07E+07,3289910.422,4482480.327,,58.27109,8.17E+07,8.44E+06,7.15E+07,2.50E+07,1.72E+07,7388900.207
58.34104,5.29E+07,1.49E+07,2.25E+07,8374454.731,2042622.346,4145262.29,,58.34104,8.67E+07,7468357.45,5.83E+07,1.83E+07,1.20E+07,3981234.679,,58.34104,2.29E+07,2.87E+07,1.36E+07,1.84E+07,2834255.117,3854990.12,,58.34104,7.83E+07,1.37E+07,7.01E+07,3.22E+07,1.76E+07,8704779.291
58.41099,5.11E+07,1.78E+07,2.14E+07,9724383.084,1893198.842,3978164.736,,58.41099,8.66E+07,6664958.943,5.85E+07,1.76E+07,1.20E+07,3843065.366,,58.41099,2.01E+07,2.67E+07,1.17E+07,1.61E+07,2387036.702,3236648.983,,58.41099,7.54E+07,1.86E+07,6.91E+07,4.36E+07,1.80E+07,1.09E+07
58.48095,5.08E+07,1.88E+07,2.14E+07,1.11E+07,1854223.009,4469979.003,,58.48095,8.65E+07,6517414.755,5.79E+07,1.71E+07,1.18E+07,3741267.189,,58.48095,1.87E+07,2.39E+07,1.08E+07,1.44E+07,2075230.375,2709034.04,,58.48095,7.98E+07,1.39E+07,7.51E+07,3.71E+07,1.96E+07,9580580.64
58.5509,5.05E+07,2.03E+07,2.15E+07,1.27E+07,1815247.175,4961805.873,,58.5509,8.64E+07,6390380.209,5.72E+07,1.66E+07,1.17E+07,3641601.494,,58.5509,1.74E+07,2.12E+07,9.88E+06,1.26E+07,1763424.049,2187370.424,,58.5509,8.43E+07,9.26E+06,8.11E+07,3.06E+07,2.11E+07,8290221.941
58.62085,5.03E+07,2.17E+07,2.15E+07,1.40E+07,1785759.324,5351075.583,,58.62085,8.61E+07,6462397.902,5.65E+07,1.62E+07,1.15E+07,3556987.155,,58.62085,1.58E+07,1.81E+07,8.79E+06,1.07E+07,1450373.375,1669310.571,,58.62085,8.81E+07,5.37E+06,8.64E+07,2.59E+07,2.24E+07,7444632.028
58.69081,5.07E+07,2.02E+07,2.17E+07,1.30E+07,1820315.356,5048044.929,,58.69081,8.51E+07,7746072.135,5.48E+07,1.67E+07,1.12E+07,3562920.954,,58.69081,1.17E+07,1.24E+07,6.50E+06,7.23E+06,1128923.359,1128925.011,,58.69081,8.66E+07,6.63E+06,8.69E+07,3.35E+07,2.21E+07,9407074.829
58.76076,5.11E+07,1.91E+07,2.18E+07,1.20E+07,1854871.388,4745052.892,,58.76076,8.40E+07,9036047.444,5.32E+07,1.72E+07,1.08E+07,3575029.929,,58.76076,7.66E+06,8.76E+06,4.21E+06,4.30E+06,807473.3428,699986.684,,58.76076,8.51E+07,7.90E+06,8.73E+07,4.10E+07,2.19E+07,1.14E+07
58.83071,5.09E+07,1.76E+07,2.17E+07,1.08E+07,1827168.826,4425572.447,,58.83071,8.33E+07,9920454.684,5.21E+07,1.75E+07,1.06E+07,3557720.533,,58.83071,4.60E+06,1.01E+07,2.47E+06,3.81E+06,570557.1513,708125.8091,,58.83071,8.41E+07,8.73E+06,8.97E+07,4.47E+07,2.22E+07,1.24E+07
58.90067,4.88E+07,1.42E+07,2.04E+07,8057268.876,1549516.317,4058129.408,,58.90067,8.36E+07,9162366.978,5.27E+07,1.69E+07,1.08E+07,3403585.368,,58.90067,5.54E+06,1.51E+07,2.94E+06,6041767.191,673019.4022,1209325.684,,58.90067,8.54E+07,8.54E+06,9.98E+07,3.24E+07,2.47E+07,9419512.395
58.97062,4.66E+07,1.12E+07,1.92E+07,5400274.639,1271863.809,3727912.782,,58.97062,8.39E+07,8404978.021,5.34E+07,1.62E+07,1.10E+07,3255695.485,,58.97062,6.48E+06,2.03E+07,3.41E+06,8559346.997,775481.6532,1750388.886,,58.97062,8.67E+07,9.68E+06,1.10E+08,2.05E+07,2.71E+07,7350557.444
59.04057,4.49E+07,9575416.118,1.81E+07,3932397.974,1053184.682,3616972.614,,59.04057,8.42E+07,7728843.761,5.39E+07,1.58E+07,1.11E+07,3164325.299,,59.04057,6.57E+06,2.32E+07,3.47E+06,9976684.246,790676.3018,2049080.633,,59.04057,8.66E+07,1.01E+07,1.14E+08,1.13E+07,2.79E+07,7009010.374
59.11053,4.44E+07,1.05E+07,1.76E+07,5656841.251,994118.2933,3996691.365,,59.11053,8.41E+07,7270842.397,5.41E+07,1.60E+07,1.11E+07,3214888.352,,59.11053,4.33E+06,1.93E+07,2.43E+06,8178616.385,569679.2878,1663466.558,,59.11053,8.27E+07,7.30E+06,1.01E+08,1.74E+07,2.43E+07,8376678.181
59.18048,4.39E+07,1.24E+07,1.72E+07,7693547.361,935051.9049,4385108.516,,59.18048,8.41E+07,6813353.359,5.43E+07,1.62E+07,1.11E+07,3273744.71,,59.18048,2.09E+06,1.54E+07,1.38E+06,6382793.814,348682.2738,1281988.466,,59.18048,7.89E+07,7.14E+06,8.82E+07,3.07E+07,2.07E+07,1.07E+07
59.25043,4.45E+07,1.39E+07,1.73E+07,9234844.655,980140.9373,4693533.143,,59.25043,8.39E+07,6537990.062,5.41E+07,1.62E+07,1.10E+07,3268104.857,,59.25043,1.26E+06,1.39E+07,9.99E+05,5667782.901,274350.4423,1148106.842,,59.25043,7.71E+07,8.86E+06,7.98E+07,3.96E+07,1.83E+07,1.19E+07
59.32039,4.72E+07,1.34E+07,1.87E+07,9631494.655,1227255.57,4838998.591,,59.32039,8.34E+07,6744171.814,5.32E+07,1.56E+07,1.09E+07,3127223.979,,59.32039,3.18E+06,1.67E+07,1.89E+06,7043052.573,484498.4907,1485615.513,,59.32039,7.92E+07,1.10E+07,8.02E+07,3.98E+07,1.82E+07,1.06E+07
59.39034,4.99E+07,1.29E+07,2.02E+07,1.01E+07,1474370.203,4988763.197,,59.39034,8.30E+07,7128200.901,5.22E+07,1.51E+07,1.08E+07,2990627.429,,59.39034,5.09E+06,1.95E+07,2.79E+06,8.42E+06,694646.539,1826792.228,,59.39034,8.13E+07,1.46E+07,8.05E+07,4.31E+07,1.82E+07,1.05E+07
59.46029,5.21E+07,1.30E+07,2.15E+07,1.04E+07,1721649.781,5141364.068,,59.46029,8.28E+07,7710062.075,5.14E+07,1.46E+07,1.06E+07,2865594.398,,59.46029,5.48E+06,1.93E+07,2.98E+06,8.43E+06,740652.3652,1816309.775,,59.46029,8.11E+07,1.53E+07,7.69E+07,4.16E+07,1.72E+07,9965887.932
59.53025,5.36E+07,1.38E+07,2.26E+07,1.08E+07,1969166.173,5294043.47,,59.53025,8.30E+07,8400535.757,5.08E+07,1.39E+07,1.04E+07,2755189.795,,59.53025,3.68E+06,1.49E+07,2.15E+06,6.49E+06,550996.858,1300069.29,,59.53025,7.75E+07,1.37E+07,6.77E+07,3.26E+07,1.50E+07,7917250.639
59.6002,5.52E+07,1.48E+07,2.37E+07,1.13E+07,2216682.565,5447434.554,,59.6002,8.33E+07,9092915.516,5.02E+07,1.32E+07,1.01E+07,2650259.286,,59.6002,1.88E+06,1.04E+07,1.32E+06,4.55E+06,361341.3509,789274.4778,,59.6002,7.40E+07,1.62E+07,5.84E+07,2.91E+07,1.29E+07,7111663.799
59.67015,5.56E+07,1.55E+07,2.40E+07,1.16E+07,2306895.924,5508595.484,,59.67015,8.34E+07,9056919.561,5.02E+07,1.26E+07,1.01E+07,2530164.856,,59.67015,2.69E+06,6.80E+06,1.67E+06,2.89E+06,434308.5597,422418.613,,59.67015,7.21E+07,1.75E+07,5.22E+07,2.60E+07,1.13E+07,6243128.676
59.74011,5.47E+07,1.58E+07,2.33E+07,1.18E+07,2227337.108,5474391.092,,59.74011,8.35E+07,8245396.388,5.09E+07,1.22E+07,1.02E+07,2390782.591,,59.74011,6.32E+06,4.53E+06,3.30E+06,1.83E+06,790716.139,215061.4414,,59.74011,7.19E+07,1.78E+07,4.91E+07,1.90E+07,1.05E+07,4265940.585
59.81006,5.39E+07,1.64E+07,2.27E+07,1.22E+07,2147778.292,5446655.743,,59.81006,8.35E+07,7454206.127,5.15E+07,1.19E+07,1.03E+07,2254553.232,,59.81006,9.94E+06,3.92E+06,4.92E+06,1.89E+06,1147123.718,166703.8547,,59.81006,7.17E+07,2.16E+07,4.61E+07,1.73E+07,9713190.659,3381960.239
59.88001,5.41E+07,1.69E+07,2.29E+07,1.19E+07,2191388.457,5187060.873,,59.88001,8.36E+07,7239338.257,5.18E+07,1.25E+07,1.04E+07,2385307.195,,59.88001,1.05E+07,2.65E+06,5.19E+06,1.23E+06,1235483.57,14898.24589,,59.88001,7.34E+07,2.22E+07,5.15E+07,2.18E+07,1.13E+07,4571195.635
59.94997,5.53E+07,1.78E+07,2.38E+07,1.16E+07,2335237.208,4753075.403,,59.94997,8.36E+07,7544387.195,5.18E+07,1.40E+07,1.05E+07,2738862.079,,59.94997,8.58E+06,3.42E+06,4.34E+06,1.04E+06,1105698.196,463943.5773,,59.94997,7.66E+07,1.92E+07,6.39E+07,3.32E+07,1.49E+07,8266887.696
60.01992,5.64E+07,1.93E+07,2.47E+07,1.16E+07,2479085.959,4348441.657,,60.01992,8.36E+07,7926090.625,5.19E+07,1.55E+07,1.05E+07,3099414.293,,60.01992,6.65E+06,7.23E+06,3.49E+06,3.03E+06,975912.8223,915970.8092,,60.01992,7.99E+07,1.65E+07,7.63E+07,4.73E+07,1.85E+07,1.26E+07
60.08987,5.55E+07,2.00E+07,2.43E+07,1.16E+07,2386617.312,4149285.473,,60.08987,8.37E+07,8324526.366,5.17E+07,1.63E+07,1.05E+07,3280055.876,,60.08987,4.75E+06,8.73E+06,2.67E+06,3.63E+06,779928.5564,966119.4337,,60.08987,8.01E+07,1.65E+07,8.45E+07,4.98E+07,2.09E+07,1.36E+07
60.15983,5.33E+07,1.99E+07,2.30E+07,1.13E+07,2150351.759,4060003.336,,60.15983,8.40E+07,8704495.38,5.15E+07,1.67E+07,1.04E+07,3350305.688,,60.15983,2.87E+06,9.05E+06,1.86E+06,3.58E+06,543662.8891,818548.2144,,60.15983,7.84E+07,1.81E+07,9.02E+07,4.84E+07,2.25E+07,1.34E+07
60.22978,5.12E+07,1.99E+07,2.18E+07,1.11E+07,1914086.205,3970722.006,,60.22978,8.42E+07,9084466.024,5.13E+07,1.71E+07,1.04E+07,3422004.094,,60.22978,9.79E+05,9.81E+06,1.05E+06,3.85E+06,307397.2217,757691.8826,,60.22978,7.68E+07,1.96E+07,9.59E+07,5.16E+07,2.41E+07,1.45E+07
60.29973,5.06E+07,2.13E+07,2.18E+07,1.18E+07,1920034.452,4053837.254,,60.29973,8.40E+07,9279280.604,5.12E+07,1.72E+07,1.03E+07,3448481.019,,60.29973,2.54E+05,9.35E+06,6.93E+05,3.71E+06,214068.3365,703593.561,,60.29973,7.49E+07,1.80E+07,9.05E+07,4.88E+07,2.27E+07,1.41E+07
60.36969,5.07E+07,2.33E+07,2.24E+07,1.30E+07,2033747.314,4222903.437,,60.36969,8.36E+07,9393341.928,5.13E+07,1.73E+07,1.03E+07,3468211.856,,60.36969,4.55E+04,8.44E+06,5.42E+05,3.38E+06,184334.206,634573.731,,60.36969,7.30E+07,1.53E+07,8.01E+07,4.46E+07,1.99E+07,1.33E+07
60.43964,5.08E+07,2.54E+07,2.30E+07,1.41E+07,2147460.175,4401766.197,,60.43964,8.33E+07,9509262.928,5.13E+07,1.73E+07,1.02E+07,3503961.85,,60.43964,-1.63E+05,7.80E+06,3.91E+05,3.18E+06,154600.0756,585923.7931,,60.43964,7.11E+07,1.29E+07,6.98E+07,4.43E+07,1.71E+07,1.36E+07
60.50959,4.97E+07,2.46E+07,2.22E+07,1.34E+07,2028640.297,4268427.885,,60.50959,8.32E+07,9276268.865,5.11E+07,1.65E+07,1.02E+07,3446820.093,,60.50959,-5.20E+05,7.54E+06,1.85E+05,3.09E+06,106177.5234,564681.3682,,60.50959,6.92E+07,1.35E+07,5.89E+07,3.58E+07,1.41E+07,1.10E+07
60.57955,4.82E+07,2.30E+07,2.10E+07,1.22E+07,1837377.528,4043524.206,,60.57955,8.32E+07,8935034.88,5.08E+07,1.56E+07,1.01E+07,3359120.756,,60.57955,-9.22E+05,7.39E+06,-3.96E+04,3.04E+06,51932.80898,550852.478,,60.57955,6.73E+07,1.49E+07,4.78E+07,2.42E+07,1.10E+07,7252228.088
60.6495,4.67E+07,2.13E+07,1.97E+07,1.09E+07,1646114.758,3828400.944,,60.6495,8.31E+07,8594819.989,5.05E+07,1.46E+07,9959110.376,3273134.287,,60.6495,-1.32E+06,7.29E+06,-2.64E+05,3.01E+06,-2311.90541,541392.973,,60.6495,6.54E+07,1.65E+07,3.68E+07,1.33E+07,7883913.316,3632501.711
60.71945,4.53E+07,2.01E+07,1.86E+07,1.06E+07,1394950.352,4047805.701,,60.71945,8.32E+07,8149432.591,5.07E+07,1.35E+07,1.01E+07,2819449.307,,60.71945,-1.83E+06,7.22E+06,-4.40E+05,2.92E+06,-31792.61578,542986.9749,,60.71945,6.50E+07,1.86E+07,3.49E+07,1.27E+07,7359518.6,3066494.987
60.78941,4.39E+07,1.91E+07,1.75E+07,1.06E+07,1131763.434,4362703.839,,60.78941,8.32E+07,7723304.977,5.09E+07,1.23E+07,1.03E+07,2294102.37,,60.78941,-2.35E+06,7.25E+06,-6.07E+05,2.87E+06,-56303.08592,554785.3486,,60.78941,6.50E+07,2.08E+07,3.49E+07,1.46E+07,7349071.394,3336061.279
60.85936,4.25E+07,1.83E+07,1.64E+07,1.09E+07,868576.5165,4686053.994,,60.85936,8.32E+07,7348600.233,5.12E+07,1.12E+07,1.05E+07,1773470.15,,60.85936,-2.87E+06,7.38E+06,-7.74E+05,2.85E+06,-80813.55606,575322.0461,,60.85936,6.50E+07,2.30E+07,3.49E+07,1.69E+07,7338624.187,3832816.348
60.92931,4.11E+07,1.58E+07,1.55E+07,9773550.99,720074.329,4621178.925,,60.92931,8.34E+07,7220542.056,5.07E+07,1.08E+07,1.03E+07,1696282.292,,60.92931,-2.92E+06,7.48E+06,-7.50E+05,2911001.316,-95162.08158,574539.5087,,60.92931,6.49E+07,2.32E+07,3.50E+07,1.70E+07,7329265.822,3696624.319
60.99927,3.97E+07,1.30E+07,1.46E+07,8599777.901,583859.7911,4536906.074,,60.99927,8.36E+07,7534074.837,5.01E+07,1.06E+07,1.02E+07,1706841.032,,60.99927,-2.92E+06,7.58E+06,-7.06E+05,2977595.76,-108421.8273,572105.2657,,60.99927,6.49E+07,2.32E+07,3.52E+07,1.67E+07,7320024.119,3482700.42
61.06922,3.83E+07,1.04E+07,1.37E+07,7550703.725,447645.2533,4477697.331,,61.06922,8.38E+07,8237311.997,4.94E+07,1.05E+07,1.00E+07,1759338.401,,61.06922,-2.93E+06,7.67E+06,-6.63E+05,3044962.57,-121681.5731,570853.157,,61.06922,6.48E+07,2.33E+07,3.53E+07,1.65E+07,7310782.416,3269062.468
61.13917,3.91E+07,1.03E+07,1.42E+07,7099027.563,512902.4284,4391574.725,,61.13917,8.37E+07,8596004.833,4.98E+07,1.12E+07,1.01E+07,1825819.444,,61.13917,-2.69E+06,7.39E+06,-6.38E+05,2947378.854,-88779.02853,544263.2361,,61.13917,6.69E+07,2.25E+07,3.96E+07,1.78E+07,8454820.423,3803471.092
61.20913,3.99E+07,1.03E+07,1.46E+07,6681536.051,583621.1862,4305020.422,,61.20913,8.36E+07,9520480.827,5.02E+07,1.23E+07,1.03E+07,2204537.166,,61.20913,-2.45E+06,7.12E+06,-6.14E+05,2857983.633,-54625.0966,528568.7408,,61.20913,6.91E+07,2.18E+07,4.40E+07,2.09E+07,9630122.037,4826121.767
61.27908,4.08E+07,1.05E+07,1.51E+07,6356395.721,650150.98,4230959.919,,61.27908,8.36E+07,1.08E+07,5.06E+07,1.39E+07,1.04E+07,2743163.667,,61.27908,-2.13E+06,6.85E+06,-5.55E+05,2781778.729,-15522.15065,527707.8557,,61.27908,7.10E+07,2.11E+07,4.80E+07,2.48E+07,1.07E+07,6008405.961
61.34903,4.16E+07,1.19E+07,1.54E+07,7520792.165,625640.6236,4414877.04,,61.34903,8.36E+07,1.06E+07,5.09E+07,1.47E+07,1.05E+07,2699046.146,,61.34903,-3.52E+05,7.15E+06,2.60E+05,2976838.359,131139.3665,636885.164,,61.34903,6.71E+07,2.07E+07,4.28E+07,2.19E+07,9540566.206,5489422.77
61.41899,4.24E+07,1.34E+07,1.57E+07,8688986.288,601130.2673,4601334.746,,61.41899,8.37E+07,1.05E+07,5.12E+07,1.56E+07,1.07E+07,2691381.689,,61.41899,1.43E+06,8.37E+06,1.07E+06,3616168.499,277800.8837,822187.5296,,61.41899,6.31E+07,2.04E+07,3.76E+07,1.89E+07,8378524.452,4970921.463
